"R0000100","R0069300","R0069400","R0069600","R0070400","R0070500","R0074300","R0357900","R0358300","R0504200","R0515100","R0536300","R0536401","R0536402","R1205300","R1205400","R1211000","R1217500","R1482600","R9788600","R9788700","R9788800","R9788900","R9793100","R9864300","R9871900"
7770,3,1,1,2,2,-4,1,1,-4,100,2,6,1981,4,4,1,1,1,2,2,2,8,4,250,302
7771,3,2,3,4,3,3,0,0,-4,-4,1,11,1982,4,4,1,1,1,2,2,2,4,-3,100,290
7772,1,2,3,3,2,-4,0,0,-4,100,1,1,1981,4,3,1,1,1,2,2,1,10,2,299,261
7773,6,2,1,3,3,-4,0,0,-4,100,2,8,1981,4,4,1,1,1,2,2,2,10,-3,348,316
7774,6,2,1,4,3,-4,0,0,-4,100,2,3,1981,4,4,1,1,1,2,2,2,11,-3,298,334
7775,3,2,4,5,1,-4,0,0,-4,90,1,5,1980,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
7776,5,2,1,3,4,-4,1,1,-4,10,1,6,1981,4,5,1,1,1,2,2,2,15,-3,299,273
7777,5,3,2,5,5,-4,0,0,-4,100,2,11,1981,5,4,1,2,1,2,2,2,13,3,283,297
7778,2,2,3,4,1,7,0,0,-4,-4,1,6,1982,4,2,1,1,1,2,2,2,9,-3,299,311
7779,1,1,2,3,2,5,0,1,-4,-4,1,5,1983,4,3,1,1,1,2,2,1,11,-3,400,311
7780,0,3,3,3,3,-4,0,0,-4,100,2,8,1981,1,4,1,1,1,2,2,2,10,-3,298,368
7781,4,3,2,1,2,-4,0,1,-4,100,2,5,1981,1,4,1,1,1,2,2,2,10,-3,298,360
7782,1,1,3,2,1,6,0,1,-4,-4,2,12,1982,1,4,1,1,1,2,2,1,10,2,250,364
7783,3,2,2,3,4,-4,0,0,-4,90,1,8,1980,1,4,1,1,1,2,2,2,6,-3,133,207
7784,3,1,1,5,1,0,0,0,-4,-4,1,4,1984,1,7,1,1,1,2,2,2,8,-3,400,313
7785,2,2,2,2,1,3,0,1,-4,-4,1,4,1983,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
7786,0,2,3,3,1,-4,1,0,-4,99,1,7,1981,4,3,1,1,1,-4,-4,-4,-4,-4,-4,-4
7787,0,2,3,2,1,3,0,0,-4,-4,2,1,1983,4,3,1,1,1,2,2,2,9,-3,400,281
7788,3,3,1,5,3,-4,0,0,-4,-4,1,3,1982,4,2,1,1,1,-3,-3,-3,4,-3,150,248
7789,2,2,1,1,2,-4,0,0,-4,100,1,10,1981,1,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
7790,20,2,3,4,4,-4,0,1,-4,100,1,8,1981,5,2,1,1,1,-4,-4,-4,-4,-4,-4,-4
7791,3,2,4,4,1,3,1,0,-4,-4,1,1,1982,1,3,1,1,1,2,2,2,11,-3,200,245
7792,-2,2,2,1,1,3,0,0,-4,-4,2,3,1983,2,6,1,1,1,2,2,1,12,-3,500,340
7793,2,1,2,1,1,2,0,0,-4,-4,2,8,1984,2,6,1,1,1,2,2,1,10,-3,400,353
7794,0,1,2,4,1,0,0,0,-4,-4,2,8,1984,1,6,1,1,1,2,2,2,9,2,300,312
7795,4,2,2,5,4,-4,1,1,-4,100,2,5,1980,4,2,1,1,1,2,2,2,9,2,250,299
7796,4,2,2,2,5,-4,1,1,-4,75,1,6,1980,4,8,1,1,1,2,2,2,1,-3,0,280
7797,2,2,3,3,5,-4,1,0,-4,50,1,10,1981,4,8,1,1,1,-4,-4,-4,-4,-4,-4,-4
7798,2,1,3,5,1,1,1,0,-4,-4,2,8,1983,4,8,1,1,1,2,2,2,10,2,400,302
7799,0,1,3,3,1,1,0,0,-4,-4,1,7,1984,4,8,1,1,1,2,2,2,10,2,400,296
7800,2,2,1,2,2,-4,1,1,-4,78,1,10,1980,1,4,1,1,1,2,2,2,8,2,400,321
7801,17,1,4,5,5,-4,0,0,-4,-4,2,9,1983,2,7,1,1,1,2,2,2,3,-3,50,318
7802,5,2,2,3,1,-4,0,1,-4,15,1,5,1980,4,6,1,1,1,2,2,2,9,2,300,293
7803,5,2,2,2,3,-4,0,0,-4,48,1,9,1981,4,6,1,1,1,2,2,2,8,-3,300,313
7804,2,2,3,2,1,1,0,1,-4,-4,2,8,1983,4,6,1,1,1,2,2,2,10,2,400,312
7805,2,3,2,4,-2,2,1,1,-4,-4,1,7,1982,2,3,1,1,1,2,2,2,8,2,300,316
7806,2,2,3,2,1,-4,0,1,-4,100,1,4,1980,1,5,1,2,1,2,2,1,8,1,500,342
7807,0,2,1,2,1,-4,0,0,-4,80,1,11,1980,2,7,1,0,1,2,2,2,9,2,300,310
7808,4,1,4,1,2,-4,0,0,-4,-4,1,12,1982,2,6,1,0,1,2,2,2,7,2,100,312
7809,0,1,1,4,3,-4,1,1,-4,100,2,4,1980,2,5,4,0,1,-4,-4,-4,-4,-4,-4,-4
7810,2,2,1,1,1,4,1,0,-4,-4,1,9,1984,4,3,1,0,1,-4,-4,-4,-4,-4,-4,-4
7811,0,2,3,1,1,1,0,0,-4,-4,2,3,1984,1,6,1,0,1,2,2,2,8,2,300,334
7812,8,3,3,1,1,-4,0,1,-4,90,1,8,1981,4,6,1,1,1,1,2,-3,4,-3,50,190
7813,1,2,2,1,1,5,0,0,-4,-4,2,3,1983,4,6,1,1,1,2,2,-3,8,2,250,226
7814,-4,2,3,1,1,-4,1,0,3,50,2,3,1980,8,8,1,1,1,2,2,2,1,-3,-6,-7
7815,19,3,2,2,1,1,1,0,-4,-4,2,5,1983,8,8,1,1,1,-4,-4,-4,-4,-4,-4,-4
7816,15,3,1,4,5,-4,1,0,-4,10,2,1,1980,2,6,1,1,1,2,2,2,6,-3,100,158
7817,15,4,3,4,3,-4,0,1,-4,50,2,11,1981,2,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
7818,1,2,2,4,3,-4,0,1,-4,50,1,12,1981,3,7,1,1,1,-4,-4,-4,-4,-4,-4,-4
7819,10,2,2,4,4,-4,1,1,-4,50,2,11,1980,7,7,1,1,1,2,2,2,6,-3,100,235
7820,3,4,2,1,1,1,0,0,-4,-4,1,1,1982,1,7,1,1,1,1,2,2,4,-3,50,203
7821,6,2,3,2,2,-4,0,0,-4,50,1,8,1981,7,7,1,1,1,1,2,2,8,-3,50,205
7822,7,2,3,1,1,3,0,0,-4,-4,1,5,1983,1,7,1,1,1,2,2,-3,4,-3,50,100
7823,3,2,2,3,1,-4,0,0,-4,50,2,6,1981,5,2,1,1,1,2,2,2,2,-3,0,-7
7824,8,2,1,4,2,-4,1,1,-4,85,2,7,1981,2,5,1,1,1,2,2,1,9,2,300,320
7825,1,2,1,1,1,-4,0,0,-4,100,1,3,1981,1,4,1,1,1,2,2,1,8,2,350,295
7826,7,2,3,4,3,-4,0,0,-4,90,2,4,1980,4,3,1,1,1,-4,-4,-4,-4,-4,-4,-4
7827,0,2,3,2,1,2,1,0,-4,-4,1,6,1984,4,3,1,1,1,-4,-4,-4,-4,-4,-4,-4
7828,2,2,2,3,2,2,1,1,-4,-4,2,2,1983,4,3,1,2,1,-4,-4,-4,-4,-4,-4,-4
7829,1,2,1,2,2,-4,0,0,-4,90,2,2,1981,3,4,1,1,1,2,2,1,8,2,400,294
7830,4,3,2,5,3,-4,0,1,-4,100,2,6,1981,4,3,1,1,1,2,2,2,7,2,250,243
7831,12,3,3,4,2,2,0,1,-4,-4,1,5,1982,4,3,1,1,1,2,2,2,4,-3,0,244
7832,5,2,1,2,1,3,0,0,-4,-4,1,6,1984,4,3,1,1,1,2,2,2,8,2,300,271
7833,10,3,1,5,2,-4,1,1,-4,100,1,8,1980,4,2,1,1,1,2,2,2,4,-3,100,193
7834,28,2,2,4,4,-4,1,1,-4,10,1,8,1981,3,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
7835,10,2,2,2,3,2,0,1,-4,-4,1,6,1983,3,5,1,1,1,1,2,2,6,-3,200,244
7836,2,1,3,3,3,-4,0,0,-4,50,2,2,1981,4,3,1,1,1,2,2,1,8,2,400,314
7837,6,2,3,3,3,-4,0,1,-4,50,2,1,1980,4,2,1,1,1,2,2,2,7,3,300,265
7838,21,1,1,4,3,-4,1,1,-4,-4,1,3,1983,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
7839,5,2,2,4,3,-4,0,0,-4,50,1,1,1980,4,3,1,1,1,-4,-4,-4,-4,-4,-4,-4
7840,0,3,1,4,3,3,0,0,-4,-4,2,8,1983,4,2,1,1,1,2,2,-3,10,2,250,217
7841,5,2,2,3,3,-4,0,0,-4,-4,2,4,1982,4,3,1,1,1,2,2,-3,8,2,200,218
7842,5,3,3,2,2,2,0,0,-4,-4,2,5,1983,4,3,1,1,1,-4,-4,-4,-4,-4,-4,-4
7843,0,2,3,1,1,12,1,0,-4,-4,2,3,1984,4,3,1,2,1,1,2,-3,2,-3,-8,-8
7844,2,3,4,5,3,3,0,0,-4,-4,2,8,1982,4,4,1,2,1,1,2,2,2,5,100,350
7845,2,1,2,5,2,4,0,0,-4,-4,1,8,1982,1,7,1,0,1,2,2,2,8,4,400,220
7846,6,2,1,4,4,-4,0,0,-4,100,2,12,1980,2,6,1,1,1,2,2,2,8,3,300,243
7847,0,4,2,4,3,3,0,1,-4,-4,1,2,1983,1,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
7848,0,2,3,1,1,2,1,0,-4,-4,1,7,1984,1,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
7849,2,2,4,3,2,-4,1,0,-4,100,1,2,1981,4,2,1,1,1,2,2,2,5,-3,250,296
7850,0,2,3,1,2,6,0,1,-4,-4,1,5,1983,4,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
7851,2,2,1,4,4,-4,0,0,-4,100,2,4,1981,7,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
7852,1,2,3,1,1,4,0,0,-4,-4,2,5,1984,4,5,1,1,1,2,2,2,5,3,350,238
7853,13,2,2,3,3,-4,1,0,-4,100,2,4,1981,1,6,1,1,2,2,2,2,8,-3,231,358
7854,2,1,3,3,3,2,0,0,-4,-4,1,8,1982,1,6,1,1,2,2,2,2,12,4,330,259
7855,0,2,3,2,1,4,0,0,-4,-4,1,4,1983,1,4,1,1,2,-4,-4,-4,-4,-4,-4,-4
7856,2,2,4,2,1,1,0,0,-4,-4,2,1,1983,4,4,1,1,2,2,2,2,4,-3,132,374
7857,0,2,2,5,5,0,1,1,-4,-4,2,8,1982,4,3,1,1,1,2,2,2,8,4,300,266
7858,2,2,3,3,2,3,1,1,-4,-4,2,8,1983,1,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
7859,2,4,2,2,1,2,1,0,-4,-4,1,12,1984,1,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
7860,5,3,2,2,1,2,1,1,-4,-4,1,11,1984,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
7861,0,2,2,2,1,2,1,0,-4,-4,1,4,1984,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
7862,8,4,2,5,5,-4,1,0,-4,30,1,5,1981,4,2,1,1,1,2,2,2,7,1,0,251
7863,8,3,3,5,5,-4,0,0,-4,90,2,10,1980,1,10,1,1,1,-3,-3,-3,7,1,150,281
7864,5,2,3,2,1,1,0,0,-4,-4,1,8,1982,1,10,1,1,1,-4,-4,-4,-4,-4,-4,-4
7865,6,2,3,3,2,-4,0,0,-4,40,1,11,1980,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
7866,7,2,2,2,1,2,0,0,-4,-4,1,1,1982,4,5,1,1,1,-3,-3,-3,9,2,250,255
7867,8,3,2,3,3,-4,1,1,3,25,1,5,1981,10,5,1,1,1,2,2,2,8,-3,300,259
7868,5,2,2,1,1,1,0,0,-4,-4,2,11,1984,4,3,1,1,1,2,2,2,10,4,250,235
7869,4,2,2,3,4,-4,0,0,-4,50,1,9,1981,4,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
7870,2,2,2,2,3,3,1,0,-4,-4,2,1,1984,2,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
7871,4,1,3,5,4,4,0,1,-4,-4,2,6,1982,4,2,1,1,1,2,2,2,13,4,200,199
7872,0,2,3,3,1,3,0,0,-4,-4,2,1,1983,2,5,1,1,1,-3,-3,-3,9,-3,450,210
7873,5,3,2,3,3,-4,1,1,3,50,2,1,1980,4,3,1,1,1,2,2,2,7,-3,150,274
7874,4,2,3,2,1,2,0,0,-4,-4,2,6,1983,4,3,1,1,1,1,2,2,10,3,350,229
7875,0,2,2,3,3,-4,0,0,-4,100,1,8,1980,1,3,1,1,1,2,2,2,9,2,200,290
7876,5,2,2,1,1,2,0,0,-4,-4,1,12,1983,9,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
7877,90,2,3,3,3,-4,1,1,-4,50,2,5,1980,4,4,1,1,2,2,2,2,3,1,0,188
7878,50,2,1,3,4,-4,1,1,-4,75,2,11,1981,4,4,1,1,2,2,2,2,2,5,0,100
7879,14,2,2,2,1,3,1,1,-4,-4,1,8,1982,2,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
7880,-4,2,1,5,3,-4,1,0,3,50,2,11,1980,4,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
7881,3,2,1,4,2,-4,1,1,3,80,1,5,1981,1,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
7882,6,2,1,3,2,-4,0,0,-4,100,1,9,1981,4,2,1,1,1,-3,-3,-3,5,-3,300,273
7883,14,2,1,2,1,-4,1,0,3,50,1,10,1980,4,4,-4,1,1,-4,-4,-4,-4,-4,-4,-4
7884,15,3,2,2,1,-4,1,1,-4,25,1,12,1981,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
7885,18,2,2,3,1,-4,0,0,-4,10,1,4,1981,4,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
7886,0,2,2,5,5,5,0,0,-4,-4,2,12,1982,4,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
7887,7,2,3,5,3,-4,0,0,-4,100,2,7,1981,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
7888,7,2,3,2,1,6,0,0,-4,-4,2,9,1982,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
7889,5,3,2,3,2,-4,1,0,-4,50,1,5,1980,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
7890,15,3,3,5,4,-4,0,0,-4,-4,1,6,1982,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
7891,17,2,3,2,5,-4,0,1,-4,50,1,12,1981,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
7892,0,3,4,4,3,8,0,0,-4,-4,2,10,1983,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
7893,12,2,1,4,3,2,1,1,-4,-4,1,4,1982,9,7,1,1,1,-4,-4,-4,-4,-4,-4,-4
7894,8,3,3,4,2,-4,0,0,-4,50,1,11,1981,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
7895,10,1,4,3,2,-4,0,1,-4,-4,2,5,1983,4,7,1,1,1,-4,-4,-4,-4,-4,-4,-4
7896,6,2,2,4,4,0,0,0,-4,-4,2,5,1983,4,7,1,1,1,2,2,2,5,2,400,189
7897,10,2,3,2,2,20,1,0,-4,-4,1,9,1983,5,7,1,1,1,-4,-4,-4,-4,-4,-4,-4
7898,4,1,1,4,1,1,0,0,-4,-4,1,11,1984,4,7,1,1,1,2,2,2,6,4,300,184
7899,20,1,3,1,1,5,1,0,-4,-4,2,10,1982,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
7900,2,2,1,3,1,2,0,0,-4,-4,1,5,1982,4,7,1,1,1,-4,-4,-4,-4,-4,-4,-4
7901,3,2,3,3,1,-4,0,0,-4,100,2,8,1980,1,5,1,1,1,2,-3,2,8,4,400,241
7902,3,1,1,3,1,4,0,0,-4,-4,1,2,1983,1,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
7903,6,4,3,5,2,-4,0,0,-4,85,2,10,1980,4,4,1,1,1,2,2,2,8,2,300,237
7904,2,2,1,2,2,-4,0,0,-4,-4,2,3,1982,1,4,1,1,1,-3,-3,-3,8,3,400,334
7905,5,2,2,1,1,1,0,0,-4,-4,1,4,1983,5,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
7906,3,1,2,2,1,4,0,0,-4,-4,2,2,1984,4,4,1,1,1,2,2,1,5,3,450,349
7907,2,2,3,4,4,0,0,0,-4,-4,2,5,1982,1,4,2,1,1,2,2,2,9,2,450,237
7908,7,2,1,2,2,0,0,0,-4,-4,2,3,1984,1,6,1,0,1,-4,-4,-4,-4,-4,-4,-4
7909,4,1,2,2,2,2,0,0,-4,-4,2,8,1982,9,6,1,0,1,-4,-4,-4,-4,-4,-4,-4
7910,3,2,2,4,3,-4,1,1,-4,50,1,1,1981,1,8,1,0,1,2,2,2,5,2,300,251
7911,0,2,2,4,3,-4,0,0,-4,0,2,10,1980,1,7,1,0,1,-3,-3,-3,4,-3,200,187
7912,0,2,1,3,3,5,1,1,-4,-4,1,5,1984,1,7,1,0,1,2,2,2,4,-3,350,255
7913,0,2,2,4,3,-4,0,0,-4,100,1,1,1980,1,10,1,0,1,-4,-4,-4,-4,-4,-4,-4
7914,90,2,2,5,4,-4,0,0,-4,1,1,1,1981,1,10,1,0,1,-3,-3,-3,2,-3,-6,-7
7915,10,2,1,1,1,4,0,0,-4,-4,1,10,1984,8,7,1,0,1,2,2,2,4,1,200,260
7916,0,2,1,4,2,10,0,0,-4,-4,1,4,1982,2,5,1,0,1,-4,-4,-4,-4,-4,-4,-4
7917,5,3,2,4,4,10,0,0,-4,-4,1,10,1983,2,5,1,0,1,-4,-4,-4,-4,-4,-4,-4
7918,0,2,3,3,5,-4,1,1,-4,100,2,5,1980,1,3,1,0,1,-3,-3,-3,4,2,200,320
7919,0,2,2,2,4,-4,0,0,3,0,1,7,1980,1,5,1,0,1,-3,-3,-3,4,-3,-7,-7
7920,0,1,2,3,3,-4,0,0,-4,-4,2,7,1982,1,5,1,0,1,-4,-4,-4,-4,-4,-4,-4
7921,7,2,3,4,3,-4,0,1,-4,50,1,1,1981,1,6,1,0,1,2,2,2,5,2,400,257
7923,5,2,3,2,3,3,0,0,-4,-4,2,8,1984,4,4,1,1,2,2,2,1,4,-3,400,309
7924,0,2,2,3,1,-4,1,1,2,75,2,9,1981,4,4,4,1,2,-3,-3,-3,1,-3,-8,-8
7925,56,2,4,4,4,-4,1,1,-4,-4,2,6,1983,4,4,1,1,2,2,2,2,2,-3,50,145
7926,3,2,1,1,1,2,1,0,-4,-4,2,2,1984,5,2,2,1,2,2,2,1,4,2,400,226
7927,2,2,3,1,1,2,0,0,-4,-4,2,1,1984,4,7,1,1,1,2,2,2,4,-3,350,247
7928,6,2,3,5,5,4,0,0,-4,-4,1,5,1983,2,4,1,1,1,2,2,2,2,-3,-8,-8
7929,4,1,3,1,1,2,0,0,-4,-4,1,7,1983,9,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
7930,0,2,1,2,1,4,1,0,-4,-4,1,8,1983,9,5,1,1,1,2,2,2,1,-3,-8,-8
7931,0,2,3,1,3,-4,0,0,-4,100,2,7,1980,8,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
7932,3,2,2,1,1,3,1,0,-4,-4,2,6,1983,1,3,1,1,1,2,2,-3,4,-3,400,326
7933,2,3,4,3,2,4,1,1,-4,-4,1,4,1982,2,6,1,1,1,-3,-3,-3,4,-3,400,305
7934,0,1,1,1,1,10,0,0,-4,-4,1,2,1984,2,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
7935,5,1,2,1,1,1,0,0,-4,-4,1,5,1984,1,3,1,1,1,2,2,1,13,5,450,256
7936,2,1,2,1,2,1,1,0,-4,-4,1,4,1982,1,3,2,1,1,-4,-4,-4,-4,-4,-4,-4
7937,7,2,1,1,2,4,0,0,-4,-4,2,10,1984,4,4,1,1,1,2,2,1,2,-3,50,220
7938,2,2,4,-2,1,10,0,0,-4,-4,2,5,1984,4,2,1,1,1,2,2,2,1,-3,0,-7
7939,20,2,1,3,1,3,0,0,-4,-4,2,9,1983,1,5,1,1,1,2,2,2,4,-3,250,243
7940,2,2,3,1,1,-4,0,1,-4,100,1,8,1981,2,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
7941,0,2,2,4,4,-4,0,0,-4,100,2,11,1980,4,4,1,1,1,2,2,2,5,-3,500,249
7942,2,3,1,5,5,4,0,0,-4,-4,2,5,1982,2,4,1,1,1,2,2,2,4,-3,450,338
7943,2,1,3,4,4,-4,0,0,-4,100,1,3,1981,1,5,1,1,1,2,2,2,4,4,400,341
7944,5,2,3,1,1,8,0,0,-4,-4,1,9,1982,1,5,1,1,1,2,2,2,4,4,300,298
7945,3,2,3,3,1,4,0,0,-4,-4,2,10,1983,4,3,1,1,1,2,2,1,4,-3,500,294
7946,2,1,2,2,2,-4,1,1,-4,100,2,1,1980,4,5,1,1,1,2,2,2,4,-3,250,192
7947,4,2,2,5,2,-4,1,1,-4,100,2,2,1981,4,5,1,1,1,2,2,1,4,-3,250,243
7948,5,2,3,1,1,4,0,0,-4,-4,1,7,1983,4,5,1,1,1,2,2,2,4,-3,300,203
7949,7,2,3,3,3,-4,1,1,3,50,1,2,1980,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
7950,-2,4,1,4,5,-4,1,1,3,100,2,10,1980,4,4,1,1,1,2,2,2,1,-3,-8,-8
7951,2,1,4,1,2,2,0,0,-4,-4,2,4,1983,4,4,1,1,1,2,2,2,4,-3,400,358
7952,30,2,2,1,1,6,0,0,-4,-4,1,5,1984,4,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
7953,3,2,3,3,2,-4,1,0,-4,100,1,10,1980,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
7954,6,2,2,3,5,-4,1,1,-4,50,2,4,1981,4,5,1,1,1,2,2,2,7,3,400,227
7955,10,2,3,5,5,-4,0,1,-4,80,1,3,1981,1,4,1,1,1,1,2,2,4,-3,300,260
7956,0,2,3,2,1,-4,0,0,-4,-4,1,9,1983,1,4,1,1,1,2,2,2,4,-3,300,261
7958,0,2,3,5,1,-4,0,0,-4,100,2,11,1981,4,3,1,1,1,-4,-4,-4,-4,-4,-4,-4
7959,13,2,2,3,4,2,0,1,-4,-4,2,12,1983,4,2,1,1,1,-4,-4,-4,-4,-4,-4,-4
7960,3,2,2,2,1,5,0,0,-4,-4,2,5,1984,1,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
7961,5,1,2,1,1,-4,1,1,3,100,2,6,1980,4,2,1,1,1,-4,-4,-4,-4,-4,-4,-4
7962,3,1,3,2,4,3,1,0,-4,-4,2,9,1984,4,6,1,1,1,2,2,2,4,-3,400,271
7963,28,1,2,4,3,8,1,1,-4,-4,1,7,1983,4,5,1,1,1,2,2,2,4,-3,100,180
7964,5,2,2,1,2,6,0,1,-4,-4,2,6,1983,5,4,1,1,1,2,2,2,4,-3,400,301
7965,7,2,4,1,2,-4,0,1,-4,60,1,3,1980,4,6,1,1,1,1,2,2,4,-3,400,168
7966,3,2,1,1,1,2,1,1,-4,-4,2,6,1983,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
7967,9,3,2,1,1,2,0,1,-4,-4,1,12,1982,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
7968,0,2,3,1,1,4,0,0,-4,-4,1,9,1984,1,4,1,1,2,-4,-4,-4,-4,-4,-4,-4
7969,2,2,1,3,3,-4,0,1,-4,50,1,11,1981,2,7,1,1,1,1,2,2,4,-3,400,206
7970,1,2,4,4,3,-4,0,0,-4,75,1,1,1980,4,4,4,1,1,-4,-4,-4,-4,-4,-4,-4
7971,1,2,2,3,3,-4,1,1,-4,85,1,12,1980,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
7972,4,2,3,2,2,-4,0,1,-4,75,1,12,1980,4,6,2,1,1,-4,-4,-4,-4,-4,-4,-4
7973,2,2,3,2,1,5,0,1,-4,-4,1,3,1982,4,6,1,1,1,2,2,2,4,-3,-8,-8
7974,10,2,3,4,1,-4,1,1,-4,100,1,8,1980,4,3,2,1,1,2,2,2,8,-3,200,177
7975,0,4,2,2,2,-4,1,1,-4,75,1,10,1980,7,6,4,1,1,-4,-4,-4,-4,-4,-4,-4
7977,14,3,2,4,5,1,1,1,-4,-4,2,3,1982,1,4,1,0,2,2,2,2,8,2,200,224
7978,4,2,1,5,3,-4,1,1,-4,1,2,10,1980,4,5,1,0,1,2,2,2,6,1,400,195
7979,3,3,1,5,3,0,0,0,-4,-4,2,9,1983,4,5,1,0,1,2,2,2,8,2,400,338
7980,0,3,2,3,1,5,0,0,-4,-4,2,10,1984,4,4,1,0,1,2,2,2,8,1,300,298
7981,0,2,1,3,4,-4,1,1,-4,40,1,1,1980,1,5,1,0,1,-3,-3,-3,4,1,300,205
7982,1,2,2,4,4,-4,0,0,-4,15,1,7,1981,4,6,1,0,1,2,2,2,3,-3,200,160
7983,3,2,3,5,3,-4,0,0,-4,100,1,1,1981,2,5,1,0,1,2,2,2,5,2,400,168
7984,9,2,3,1,1,1,1,1,-4,-4,1,3,1982,2,5,1,0,1,-4,-4,-4,-4,-4,-4,-4
7985,0,2,3,1,1,5,0,0,-4,-4,2,6,1984,4,8,1,0,1,2,2,2,4,1,300,276
7986,3,2,1,2,2,-4,0,0,-4,50,2,12,1980,4,5,1,0,1,-3,-3,-3,4,1,400,251
7987,0,2,3,1,2,2,1,1,-4,-4,2,3,1982,4,5,1,0,1,2,2,2,4,1,300,276
7988,0,3,4,1,1,4,0,1,-4,-4,1,12,1983,4,5,1,0,1,2,2,2,4,1,300,287
7989,1,3,2,2,4,4,0,0,-4,-4,2,7,1982,8,4,1,0,1,2,2,2,8,1,350,257
7990,10,2,1,5,4,5,0,1,-4,-4,1,6,1982,9,3,1,0,1,2,2,-3,8,3,150,246
7991,7,2,2,2,3,-4,0,0,-4,75,1,7,1981,2,5,2,0,1,-3,-3,-3,1,-3,-6,-7
7992,0,2,1,2,1,-4,0,0,-4,75,2,9,1980,1,6,1,1,1,2,2,2,6,1,500,380
7993,5,2,4,1,1,4,1,0,-4,-4,1,2,1983,4,3,1,2,1,-4,-4,-4,-4,-4,-4,-4
7994,5,1,3,1,1,4,0,0,-4,-4,1,2,1983,4,3,1,2,1,-4,-4,-4,-4,-4,-4,-4
7995,4,3,1,1,2,-4,0,0,-4,100,2,1,1981,1,5,1,1,1,2,2,2,4,1,400,344
7996,6,2,3,1,1,5,0,1,-4,-4,2,8,1982,2,4,1,2,1,2,2,2,6,1,500,238
7997,0,2,1,2,1,-4,1,1,-4,100,1,9,1981,4,5,1,1,1,2,2,2,6,1,500,277
7998,0,2,2,1,1,-4,0,1,-4,50,1,9,1981,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
7999,0,2,1,5,1,3,0,0,-4,-4,2,2,1984,4,6,1,0,1,2,2,2,4,-3,0,120
8000,10,3,1,5,4,-4,1,1,-4,90,2,4,1980,4,6,1,0,1,-4,-4,-4,-4,-4,-4,-4
8001,7,3,3,3,3,-4,1,1,-4,50,1,7,1981,4,6,1,0,1,-4,-4,-4,-4,-4,-4,-4
8002,0,1,1,1,1,4,0,0,-4,-4,1,5,1984,1,4,1,0,1,-4,-4,-4,-4,-4,-4,-4
8003,5,2,3,3,2,-4,1,0,-4,50,1,5,1980,4,3,1,0,1,2,2,2,5,-3,0,250
8004,1,2,2,1,1,3,0,0,-4,-4,1,9,1983,4,3,1,0,1,2,2,1,6,1,400,270
8005,1,1,3,3,1,12,1,1,-4,-4,1,6,1983,5,2,1,2,1,2,2,2,6,1,400,288
8006,1,2,1,1,1,6,0,0,-4,-4,2,10,1984,4,4,1,0,1,2,2,2,5,4,300,309
