"R0000100","R0069300","R0069400","R0069600","R0070400","R0070500","R0074300","R0357900","R0358300","R0504200","R0515100","R0536300","R0536401","R0536402","R1205300","R1205400","R1211000","R1217500","R1482600","R9788600","R9788700","R9788800","R9788900","R9793100","R9864300","R9871900"
8007,0,2,2,4,1,-4,1,1,-4,100,2,1,1981,4,5,1,2,1,2,2,1,4,1,300,329
8008,0,3,1,3,1,5,0,0,-4,-4,2,7,1982,2,5,1,0,1,2,2,1,5,1,400,339
8009,4,3,2,2,2,4,0,0,-4,-4,2,7,1983,2,5,1,0,1,2,2,1,5,1,400,314
8010,0,2,2,3,1,-4,0,0,-4,-4,2,7,1983,8,3,1,1,1,2,2,2,4,2,400,204
8011,3,2,1,5,4,-4,0,0,-4,100,2,11,1981,4,3,1,0,1,2,2,2,4,2,300,356
8012,3,2,2,4,1,-4,0,0,-4,90,2,9,1981,1,4,1,0,1,2,2,2,4,4,400,320
8013,2,2,3,1,1,2,1,1,-4,-4,2,11,1983,4,3,1,0,1,-4,-4,-4,-4,-4,-4,-4
8014,4,1,1,5,5,-4,1,1,-4,50,2,2,1980,8,7,1,0,1,2,2,2,4,4,300,307
8015,32,1,1,5,4,-4,1,1,-4,0,1,9,1981,8,7,1,0,1,2,2,2,2,-3,100,315
8016,5,2,3,5,3,-4,0,0,-4,75,1,6,1980,1,5,1,0,1,2,2,2,4,-3,100,297
8017,1,1,1,2,1,1,0,0,-4,-4,2,8,1982,1,5,1,0,1,-4,-4,-4,-4,-4,-4,-4
8018,3,1,4,5,3,-4,0,0,-4,3,2,4,1981,4,7,1,0,1,1,2,2,4,4,0,307
8019,5,2,4,3,1,7,0,0,-4,-4,2,10,1982,4,7,1,0,1,2,2,2,8,4,0,363
8020,10,3,2,2,1,2,0,0,-4,-4,2,2,1984,8,8,1,2,1,2,2,2,4,2,400,179
8021,15,2,3,4,3,1,1,1,-4,-4,2,2,1982,8,8,1,2,1,2,2,2,4,2,400,200
8022,2,3,1,1,5,-4,1,1,-4,99,2,5,1981,2,4,1,1,1,2,2,2,4,2,300,222
8023,4,2,1,1,1,1,0,0,-4,-4,2,6,1982,4,3,1,1,1,-4,-4,-4,-4,-4,-4,-4
8024,0,2,2,1,1,-4,0,0,-4,100,2,9,1981,1,4,1,0,1,2,2,2,6,1,300,333
8025,5,2,2,4,3,2,1,0,-4,-4,1,8,1983,1,4,1,0,1,2,2,2,6,4,250,324
8026,30,2,3,1,1,4,1,0,-4,-4,1,9,1983,8,2,1,0,1,2,2,2,1,-3,-8,-6
8027,9,2,3,5,5,-4,0,0,-4,100,2,1,1980,4,5,1,0,1,1,2,2,3,-3,400,301
8028,3,2,2,3,3,-4,1,0,-4,90,1,1,1980,4,6,1,0,1,2,2,2,7,1,300,251
8029,2,2,1,1,1,1,0,0,-4,-4,1,5,1982,4,6,1,0,1,2,2,2,6,1,100,254
8030,3,2,3,1,1,1,0,0,-4,-4,2,8,1984,8,3,4,0,1,-4,-4,-4,-4,-4,-4,-4
8031,-2,3,3,2,1,-4,1,1,-4,50,1,8,1980,1,11,1,0,1,2,2,2,7,-3,350,256
8032,12,4,3,3,2,5,0,0,-4,-4,1,4,1982,1,11,1,0,1,-4,-4,-4,-4,-4,-4,-4
8033,14,2,4,1,1,1,0,0,-4,-4,2,3,1984,1,11,1,0,1,-4,-4,-4,-4,-4,-4,-4
8034,5,2,1,3,2,0,0,0,-4,-4,1,5,1982,1,4,1,0,1,-3,-3,-3,6,1,400,235
8035,2,2,1,4,3,2,0,0,-4,-4,1,11,1983,1,4,1,0,1,2,2,2,7,1,300,265
8036,7,3,4,5,2,-4,1,0,-4,0,1,2,1981,4,6,1,0,1,2,2,2,3,-3,0,230
8037,3,2,2,3,2,-4,0,0,-4,100,2,3,1980,4,3,1,2,1,-3,-3,-3,2,5,100,293
8038,2,1,2,1,1,3,0,0,-4,-4,1,10,1982,2,5,1,2,1,2,2,2,6,1,400,266
8039,3,4,1,5,5,4,0,0,-4,-4,2,10,1983,1,3,1,2,1,2,2,2,11,1,500,243
8040,0,2,3,1,1,1,0,1,-4,-4,1,10,1984,3,3,1,2,1,-4,-4,-4,-4,-4,-4,-4
8041,2,2,1,3,3,-4,0,0,-4,75,1,7,1981,4,3,1,1,1,2,2,2,4,-3,100,320
8042,3,2,2,4,2,10,0,0,-4,-4,1,4,1983,4,2,1,1,1,-4,-4,-4,-4,-4,-4,-4
8043,0,2,2,4,3,1,0,1,-4,-4,1,9,1982,4,4,1,1,1,2,2,1,4,1,500,385
8044,6,2,2,2,1,-4,0,0,-4,100,2,6,1981,4,3,1,0,1,2,2,2,4,1,300,311
8045,3,2,2,5,1,5,1,0,-4,-4,1,5,1982,4,3,1,0,1,-4,-4,-4,-4,-4,-4,-4
8046,5,1,1,1,2,-4,0,0,-4,-3,1,1,1981,1,6,1,2,1,-4,-4,-4,-4,-4,-4,-4
8047,3,2,1,1,1,1,0,0,-4,-4,1,11,1982,1,6,1,2,1,-3,2,2,5,-3,0,298
8048,0,2,2,2,1,-3,0,0,-4,-4,2,1,1983,1,6,1,2,1,2,2,2,8,3,400,312
8049,0,2,2,4,1,-4,0,0,-4,100,1,2,1981,4,2,1,1,1,2,2,2,7,3,200,310
8050,1,2,2,2,2,-4,0,0,-4,100,1,2,1981,4,6,1,1,1,2,2,2,7,2,300,304
8051,-2,3,2,5,3,-4,1,1,-4,60,1,9,1981,4,6,1,1,1,2,2,2,3,-3,200,329
8052,5,2,3,2,4,-4,1,1,-4,80,1,6,1981,4,4,1,1,1,2,1,2,7,-3,150,296
8053,3,2,4,1,1,2,1,1,-4,-4,1,10,1982,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
8054,4,2,2,2,2,-4,0,0,-4,50,2,3,1980,9,6,1,1,1,2,2,2,9,2,250,264
8055,6,2,2,2,2,-4,0,0,-4,65,1,11,1980,1,5,4,1,1,2,2,2,11,2,450,287
8056,3,2,3,1,1,4,0,0,-4,-4,2,2,1984,1,5,1,1,1,2,2,2,15,1,300,288
8057,2,3,2,2,1,2,0,0,-4,-4,1,5,1984,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
8058,5,2,3,2,2,-4,0,1,-4,100,1,9,1980,4,4,1,1,1,2,2,2,8,1,350,290
8059,10,2,1,4,5,5,0,1,-4,-4,1,1,1983,1,4,1,1,1,2,2,2,15,2,300,271
8060,4,2,3,4,2,2,0,0,-4,-4,2,11,1984,4,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
8061,11,2,1,1,3,-4,0,1,-4,25,2,2,1980,4,4,1,1,1,2,2,2,11,2,300,199
8062,3,2,3,4,4,-4,0,0,-4,-4,1,9,1983,4,3,1,1,2,-4,-4,-4,-4,-4,-4,-4
8063,-4,4,1,1,4,-4,1,1,3,80,1,10,1980,9,8,1,1,1,-4,-4,-4,-4,-4,-4,-4
8064,5,2,2,3,5,5,0,0,-4,-4,2,2,1982,4,8,4,1,1,2,2,2,4,-3,0,190
8065,-2,2,3,2,2,-4,1,1,-4,50,1,9,1980,8,3,1,1,1,2,2,2,7,2,250,254
8066,2,1,3,2,4,5,0,1,3,-4,2,5,1982,4,3,4,1,1,2,2,2,1,-3,-8,-8
8067,2,3,1,1,1,2,0,0,-4,-4,2,2,1984,4,3,1,1,1,-4,-4,-4,-4,-4,-4,-4
8068,0,2,3,2,3,-4,0,1,-4,95,2,9,1981,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
8069,5,2,2,4,4,-4,1,1,-4,100,2,8,1980,4,2,1,1,1,-3,-3,-3,7,-3,300,289
8070,0,2,2,2,4,-4,0,0,-4,75,2,6,1981,2,5,1,1,1,2,2,2,9,2,500,291
8071,0,2,3,4,3,1,0,0,-4,-4,1,2,1983,2,5,1,1,1,2,2,2,8,2,350,310
8072,0,2,3,4,2,-4,0,0,-4,100,1,11,1981,4,3,1,1,1,2,2,2,10,2,400,258
8073,15,3,2,2,-2,5,0,0,-4,-4,1,1,1984,4,3,1,1,1,2,2,2,18,2,400,235
8074,6,3,2,3,1,3,0,0,-4,-4,2,7,1983,2,3,1,1,1,-4,-4,-4,-4,-4,-4,-4
8075,1,2,3,1,-2,2,0,0,-4,-4,2,1,1983,9,6,1,1,1,2,2,1,4,3,150,221
8076,0,3,3,3,5,3,0,0,-4,-4,1,1,1984,5,6,1,1,1,2,2,2,8,1,300,169
8077,2,2,4,1,-2,2,0,0,-4,-4,1,6,1983,2,3,1,1,1,-4,-4,-4,-4,-4,-4,-4
8078,2,2,3,4,1,3,0,0,-4,-4,1,10,1983,2,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
8079,2,1,1,4,2,-4,0,1,-4,-4,2,8,1982,5,3,1,1,1,2,2,2,8,-3,300,288
8080,2,2,3,4,4,1,0,0,-4,-4,2,5,1982,1,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
8081,4,2,2,2,4,-4,0,0,-4,100,2,8,1980,3,5,1,1,1,2,2,2,9,2,400,348
8082,5,2,2,3,2,-4,0,0,-4,90,2,8,1981,3,5,1,1,1,2,2,2,8,2,300,375
8083,6,1,4,1,1,1,0,0,-4,-4,2,3,1984,1,4,1,1,2,2,2,2,11,5,800,331
8084,2,1,1,1,1,-4,0,1,-4,95,2,1,1981,2,6,4,1,1,2,2,2,4,-3,500,262
8085,2,2,1,4,4,5,0,0,-4,-4,2,7,1983,1,6,1,1,1,2,2,2,4,-3,400,200
8086,12,1,4,3,2,0,0,0,-4,-4,2,5,1982,4,4,2,1,1,2,2,1,4,2,400,336
8087,5,1,3,1,1,-4,0,1,2,75,1,2,1980,1,5,1,1,2,-3,-3,-3,4,-3,300,242
8088,6,2,1,3,3,2,0,1,-4,-4,1,1,1982,4,4,2,1,1,-4,-4,-4,-4,-4,-4,-4
8089,1,2,2,1,1,3,0,0,-4,-4,2,4,1983,3,6,1,1,1,2,2,2,4,2,400,263
8090,7,4,1,1,1,2,0,1,2,-4,1,12,1984,4,3,4,1,1,-4,-4,-4,-4,-4,-4,-4
8091,-2,2,3,4,5,3,0,0,-4,-4,2,3,1982,4,5,1,1,2,2,2,2,1,-3,100,225
8092,-4,3,2,3,3,-4,1,0,2,50,2,3,1980,4,6,1,1,2,-4,-4,-4,-4,-4,-4,-4
8093,5,1,3,1,2,1,1,0,-4,-4,2,3,1982,4,6,1,1,2,-4,-4,-4,-4,-4,-4,-4
8094,6,4,1,2,2,18,0,0,-4,-4,1,11,1983,4,6,1,1,2,-4,-4,-4,-4,-4,-4,-4
8095,-4,2,1,5,3,-4,1,0,2,50,2,2,1980,4,3,1,1,2,-4,-4,-4,-4,-4,-4,-4
8096,5,2,1,2,1,6,0,1,-4,-4,2,6,1983,4,5,1,1,1,2,2,1,4,3,300,273
8097,5,3,1,3,3,-4,1,1,-4,70,2,1,1981,2,6,1,1,1,2,2,2,5,-3,500,269
8098,10,2,1,3,1,20,0,0,-4,-4,2,2,1983,-3,6,1,1,1,2,2,2,4,-3,300,252
8099,7,1,3,2,1,4,0,0,-4,-4,1,12,1982,4,4,1,1,1,2,2,2,3,-3,150,290
8100,9,1,1,-2,-2,4,0,0,-4,-4,1,10,1982,4,2,1,1,2,1,2,2,4,-3,150,300
8101,1,2,2,1,1,3,0,0,-4,-4,1,4,1984,2,6,1,1,2,1,-3,2,1,-3,-8,-8
8102,3,2,2,4,3,-4,1,0,-4,80,1,6,1981,4,3,1,1,2,2,2,1,4,4,300,298
8103,5,2,3,1,1,1,0,0,-4,-4,2,11,1984,1,3,1,1,2,-4,-4,-4,-4,-4,-4,-4
8104,0,2,2,1,2,1,0,0,-4,-4,1,5,1984,1,5,1,1,1,2,2,2,4,1,400,293
8105,3,2,1,3,2,-4,1,1,-4,100,1,1,1981,1,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
8106,11,2,2,5,5,3,1,0,-4,-4,2,8,1982,1,5,1,1,2,2,2,2,3,-3,100,223
8107,0,1,4,2,1,4,0,0,-4,-4,2,2,1984,1,4,1,1,2,2,2,1,4,1,400,348
8108,2,2,2,2,2,4,0,0,-4,-4,1,3,1983,1,4,1,1,2,-4,-4,-4,-4,-4,-4,-4
8109,2,2,2,1,1,-4,0,0,-4,25,1,4,1981,4,3,1,1,2,-3,-3,-3,4,4,400,260
8110,1,2,3,1,2,-4,0,0,-4,10,1,5,1981,2,7,1,1,2,-4,-4,-4,-4,-4,-4,-4
8111,1,2,3,1,1,2,0,0,-4,-4,2,9,1984,2,7,1,1,2,-3,-3,-3,4,-3,400,310
8112,0,2,3,1,1,2,0,0,-4,-4,2,8,1984,4,4,2,1,2,2,2,1,4,3,300,325
8113,6,2,4,4,3,-4,0,1,-4,100,2,7,1981,1,4,1,1,2,2,2,2,4,-3,100,297
8114,0,2,1,4,2,2,0,0,-4,-4,2,3,1984,1,4,1,1,2,-4,-4,-4,-4,-4,-4,-4
8115,2,2,3,1,1,2,0,0,-4,-4,2,9,1982,1,4,2,1,2,-3,-3,-3,4,-3,400,343
8116,4,1,2,4,3,-4,1,1,-4,100,2,3,1980,1,6,1,1,2,2,2,2,4,5,400,308
8117,5,2,1,1,1,4,1,0,-4,-4,2,10,1984,4,5,1,1,1,1,2,2,5,2,400,279
8118,0,2,3,1,1,4,0,1,-4,-4,2,11,1983,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
8119,1,2,2,5,5,4,0,1,-4,-4,2,1,1982,1,3,1,1,1,2,2,2,4,2,400,267
8120,6,2,3,3,2,-4,0,0,-4,100,2,9,1980,5,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
8121,2,3,2,4,4,-4,0,0,-4,0,2,10,1980,4,3,1,1,1,2,2,2,3,-3,300,208
8122,4,1,2,3,1,3,0,0,-4,-4,2,7,1983,2,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
8123,5,2,2,4,3,4,0,0,-4,-4,2,10,1983,3,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
8124,2,1,3,5,3,1,0,0,-4,-4,1,1,1982,4,4,4,1,1,-4,-4,-4,-4,-4,-4,-4
8125,1,2,2,4,1,2,0,0,-4,-4,2,12,1982,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
8126,5,2,3,3,2,-4,0,0,-4,90,1,10,1980,5,3,2,1,1,-4,-4,-4,-4,-4,-4,-4
8127,0,2,2,2,2,5,0,0,-4,-4,2,11,1983,4,6,1,1,1,2,2,1,6,1,480,237
8128,7,2,1,3,3,5,0,0,-4,-4,2,2,1983,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
8129,7,2,3,5,4,-4,0,0,-4,50,1,12,1981,1,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
8130,14,2,2,2,1,-4,0,1,-4,100,1,7,1980,4,5,1,1,2,-3,-3,-3,1,-3,1000,100
8131,8,2,1,5,5,-4,0,1,-4,100,2,9,1981,1,4,1,1,2,-4,-4,-4,-4,-4,-4,-4
8132,0,1,4,2,1,0,0,0,-4,-4,1,5,1983,1,6,1,1,2,-4,-4,-4,-4,-4,-4,-4
8133,4,1,2,1,3,2,0,1,-4,-4,2,5,1983,1,6,1,1,2,-3,-3,-3,1,-3,0,-7
8134,5,2,3,1,1,1,0,0,-4,-4,2,3,1982,8,3,1,1,2,-4,-4,-4,-4,-4,-4,-4
8135,5,2,2,3,3,2,0,1,-4,-4,1,1,1983,8,3,1,1,2,-4,-4,-4,-4,-4,-4,-4
8136,2,2,3,2,1,5,0,0,-4,-4,1,6,1983,1,4,1,1,2,2,2,2,6,3,300,209
8137,12,3,3,3,3,-4,0,1,-4,25,1,3,1980,4,6,1,1,2,2,2,2,3,-3,200,140
8138,10,2,2,3,3,-4,0,0,-4,75,1,7,1981,4,6,1,1,2,-4,-4,-4,-4,-4,-4,-4
8139,7,2,3,2,2,3,0,0,-4,-4,2,4,1983,1,6,1,1,2,-4,-4,-4,-4,-4,-4,-4
8140,1,1,3,4,4,1,1,1,-4,-4,2,2,1982,4,2,2,1,1,2,2,1,4,-3,400,264
8141,3,2,1,2,1,2,0,0,-4,-4,2,5,1982,1,5,2,1,1,-4,-4,-4,-4,-4,-4,-4
8142,12,2,3,3,2,-4,0,0,-4,75,1,11,1981,4,6,1,1,2,-3,-3,-3,1,-3,0,100
8143,7,2,2,1,1,-4,0,0,-4,-4,2,11,1982,4,6,1,1,2,-4,-4,-4,-4,-4,-4,-4
8144,11,2,3,2,2,2,0,0,-4,-4,2,11,1983,4,6,1,1,2,-3,-3,-3,1,-3,0,-7
8145,-2,3,4,2,1,-4,1,0,-4,25,1,10,1981,4,3,1,1,1,-4,-4,-4,-4,-4,-4,-4
8146,2,2,2,1,1,2,0,0,-4,-4,2,12,1984,1,4,1,1,1,2,2,2,8,-3,450,250
8147,-2,2,3,2,2,5,1,0,-4,-4,2,12,1982,4,5,1,1,1,1,2,2,8,5,250,211
8148,-4,-4,-4,5,1,-4,1,1,1,100,1,1,1980,4,3,-4,1,1,-4,-4,-4,-4,-4,-4,-4
8149,1,2,2,3,2,-4,1,1,-4,53,1,8,1981,1,4,1,1,1,2,2,2,4,3,310,258
8150,2,2,1,4,4,-4,0,0,-4,50,1,9,1980,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
8151,3,2,3,4,4,-4,0,0,-4,100,1,8,1981,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
8152,2,1,2,1,1,3,0,0,-4,-4,1,8,1983,1,5,2,1,1,2,2,2,4,-3,400,259
8153,1,1,2,1,1,3,0,0,-4,-4,1,8,1983,1,5,2,1,1,1,2,2,4,1,400,213
8154,2,2,3,2,2,3,0,1,-4,-4,1,8,1982,1,4,1,1,1,2,2,2,3,5,0,85
8155,4,3,3,1,1,4,0,1,-4,-4,2,1,1983,1,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
8156,8,2,3,5,4,-4,1,1,-4,60,1,1,1981,4,4,1,1,2,2,2,2,3,1,0,-7
8157,3,2,1,5,4,10,0,0,-4,-4,1,6,1982,4,4,1,1,2,2,2,2,3,-3,-6,201
8158,0,2,3,2,1,6,1,1,-4,-4,1,7,1983,1,5,1,1,2,1,2,2,4,-3,300,267
8159,22,2,2,4,3,-4,1,1,-4,10,1,3,1980,5,3,1,1,2,1,2,2,2,-3,-6,100
8160,3,2,2,1,1,-4,1,0,-4,80,1,1,1981,4,4,1,1,2,2,1,2,4,5,400,248
8161,2,2,3,1,1,2,0,0,-4,-4,1,9,1984,4,4,1,1,2,2,2,2,10,-3,400,219
8162,10,2,3,1,1,-4,0,0,-4,75,1,7,1981,1,4,2,1,2,2,2,2,3,-3,100,171
8163,8,2,2,3,3,-4,1,1,-4,40,2,9,1980,-3,9,1,1,2,-4,-4,-4,-4,-4,-4,-4
8164,11,2,1,4,4,-4,1,1,-4,50,1,1,1981,1,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
8165,-2,2,2,2,3,2,1,1,-4,-4,1,7,1982,1,5,1,1,1,2,2,2,7,4,250,313
8166,2,3,1,3,2,2,0,0,-4,-4,1,1,1984,1,5,1,1,1,1,2,2,4,5,100,218
8167,4,2,1,3,1,-4,0,0,-4,100,2,11,1980,1,5,1,1,2,2,2,2,8,4,300,287
8168,1,2,2,2,1,3,0,0,-4,-4,1,6,1984,4,3,1,1,2,2,2,2,8,4,350,305
8169,0,1,1,1,1,2,0,0,-4,-4,1,1,1984,1,6,1,1,2,-4,-4,-4,-4,-4,-4,-4
8170,5,2,3,1,1,-4,1,1,2,90,2,5,1981,4,4,3,1,2,-3,-3,-3,5,2,400,343
8171,2,2,2,1,2,2,0,0,-4,-4,1,3,1984,4,6,1,1,2,2,2,2,4,-3,0,184
8172,0,1,2,3,1,2,1,1,-4,-4,1,1,1983,1,5,1,1,2,2,1,2,20,4,300,204
8173,-2,3,3,5,5,-4,1,1,-4,50,1,11,1980,5,8,1,1,2,1,1,2,8,4,300,193
8174,0,2,3,4,5,-4,0,1,-4,25,1,4,1980,4,4,1,1,2,1,2,2,6,-3,200,222
8175,3,3,3,3,1,-4,1,1,-4,100,2,11,1981,4,4,1,1,2,2,2,2,3,-3,0,162
8176,3,2,2,4,4,3,1,1,-4,-4,2,2,1984,1,3,1,1,2,2,2,2,18,-3,300,85
8177,3,2,2,2,3,5,1,1,-4,-4,1,5,1983,4,5,1,1,2,2,2,2,5,-3,300,137
8178,1,2,3,3,1,-4,0,0,-4,98,2,11,1980,6,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
8179,1,1,1,2,2,-4,1,1,-4,86,1,12,1981,6,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
8180,5,3,4,3,1,0,1,1,-4,-4,1,4,1983,6,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
8181,6,1,3,5,3,-4,1,1,3,70,1,11,1980,10,2,3,1,2,-4,-4,-4,-4,-4,-4,-4
8182,26,1,1,4,4,-4,1,1,1,0,2,8,1981,4,3,1,1,2,-4,-4,-4,-4,-4,-4,-4
8183,0,2,3,3,4,3,1,1,-4,-4,2,1,1983,1,3,1,1,2,2,2,2,8,5,100,225
8184,5,2,1,4,5,-4,1,1,-4,80,2,8,1980,1,5,1,1,2,2,2,2,8,4,300,309
8185,0,2,3,4,3,4,0,0,-4,-4,2,1,1984,4,4,1,0,2,2,1,2,10,2,300,288
8186,5,2,1,2,3,5,0,1,-4,-4,1,11,1982,4,3,1,0,2,-4,-4,-4,-4,-4,-4,-4
8187,5,2,4,1,2,2,0,0,-4,-4,1,5,1982,1,4,1,1,2,-4,-4,-4,-4,-4,-4,-4
8188,3,2,2,1,1,2,1,1,-4,-4,2,6,1984,1,4,1,1,2,2,2,2,3,2,100,177
8189,3,2,2,3,1,1,0,0,-4,-4,2,8,1982,1,5,1,1,2,2,1,2,8,2,200,197
8190,0,2,2,2,2,-4,1,1,-4,75,1,8,1981,1,3,1,1,2,2,2,1,8,2,400,356
8191,-4,2,3,-2,1,6,1,0,-4,-4,1,11,1983,1,6,1,1,2,-4,-4,-4,-4,-4,-4,-4
8192,1,2,2,2,2,1,0,0,-4,-4,1,4,1982,2,4,1,0,2,2,2,2,14,5,400,331
8193,-2,2,2,2,1,0,1,1,-4,-4,1,2,1983,2,4,1,0,2,2,2,2,9,1,250,280
8194,5,2,2,3,4,-4,0,1,-4,94,1,4,1980,2,6,1,0,2,2,2,1,8,3,300,374
8195,4,2,4,4,3,2,0,1,-4,-4,2,4,1983,2,6,1,0,2,2,2,2,9,-3,300,285
8196,1,2,2,2,2,-4,1,1,-4,70,1,5,1981,1,4,1,2,2,2,2,2,8,1,300,290
8197,0,2,1,3,2,4,1,1,-4,-4,1,10,1983,1,4,1,0,2,-4,-4,-4,-4,-4,-4,-4
8198,5,2,2,2,5,1,1,1,-4,-4,1,2,1982,1,4,1,0,2,1,2,2,8,4,300,252
8199,0,2,2,1,2,1,0,0,-4,-4,1,6,1984,4,4,1,1,2,2,2,2,1,2,50,78
8200,5,2,3,1,1,1,1,1,-4,-4,1,4,1982,4,6,1,1,2,2,1,2,10,2,300,307
8201,4,2,2,3,2,0,1,1,-4,-4,2,10,1983,4,6,1,1,2,2,1,2,8,2,250,310
8202,4,2,3,3,3,3,0,0,-4,-4,2,3,1982,4,6,1,1,2,2,1,2,8,2,300,260
8203,10,2,2,1,1,-4,0,0,-4,-4,2,12,1984,4,4,1,2,2,-4,-4,-4,-4,-4,-4,-4
8204,10,3,1,4,2,-4,0,0,-4,100,2,3,1980,4,3,1,1,2,2,2,2,9,2,300,231
8205,0,2,2,5,4,0,0,0,-4,-4,2,3,1983,2,4,1,1,2,1,2,2,8,2,300,374
8206,1,1,1,5,3,5,0,0,-4,-4,1,9,1982,2,3,1,1,2,1,2,2,8,2,250,305
8207,8,2,2,5,1,-4,1,0,-4,50,2,11,1981,9,6,1,1,2,2,1,2,2,2,-8,-6
8208,4,2,3,5,5,-4,0,1,-4,30,2,7,1981,4,7,1,1,2,2,1,2,3,2,50,231
8209,-2,2,1,2,5,-4,0,1,-4,10,1,7,1981,4,7,1,1,2,2,2,2,3,2,-6,152
8210,3,1,1,2,1,2,0,1,-4,-4,2,9,1982,4,7,1,1,2,2,1,2,8,2,350,306
8211,3,2,2,3,5,2,0,0,-4,-4,2,12,1983,4,7,1,1,2,-4,-4,-4,-4,-4,-4,-4
8212,10,2,2,2,2,-4,1,1,-4,50,2,6,1981,4,2,1,2,2,-4,-4,-4,-4,-4,-4,-4
8213,3,1,1,4,5,2,1,1,-4,-4,1,2,1982,4,2,1,1,2,2,1,1,9,2,500,314
8214,7,2,2,1,1,-4,0,0,-4,100,1,10,1981,1,4,1,1,2,2,1,1,8,2,300,372
8215,20,2,3,1,1,0,0,1,-4,-4,2,7,1983,4,3,1,1,1,2,2,1,4,3,200,323
8216,10,2,2,2,1,-4,0,0,-4,100,1,11,1981,8,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
8217,10,2,2,2,1,-4,0,0,-4,-4,2,11,1982,8,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
8218,10,2,1,1,1,-4,0,0,-4,-4,2,1,1984,8,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
8219,3,2,3,4,1,2,0,0,-4,-4,2,6,1984,4,2,1,1,1,-4,-4,-4,-4,-4,-4,-4
8220,0,2,2,1,1,3,0,0,-4,-4,1,8,1984,4,2,1,1,1,-4,-4,-4,-4,-4,-4,-4
8221,4,3,1,-2,-2,2,0,0,-4,-4,1,10,1983,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
8222,0,1,2,2,1,3,0,0,-4,-4,1,7,1983,1,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
8223,3,2,1,4,4,-4,1,1,-4,100,1,7,1981,1,4,1,1,2,2,2,2,9,3,200,222
8224,15,2,2,3,4,-4,1,1,-4,65,1,1,1980,2,7,1,1,2,2,2,2,8,3,300,192
8225,3,2,2,4,1,1,0,0,-4,-4,2,11,1983,1,4,1,1,2,2,2,2,9,3,400,296
8226,0,2,2,5,3,4,0,0,-4,-4,2,11,1982,8,4,1,1,1,2,2,2,9,3,400,295
8227,0,2,2,2,1,5,0,0,-4,-4,1,11,1983,1,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
8228,-4,4,3,4,3,-4,1,-1,3,0,1,5,1980,4,8,1,1,1,-4,-4,-4,-4,-4,-4,-4
8229,3,2,3,1,1,2,1,1,-4,-4,1,3,1982,4,8,1,1,1,2,2,2,3,3,100,219
8230,10,2,2,2,2,-4,0,1,-4,50,2,1,1980,4,5,1,1,2,2,2,2,5,3,200,225
8231,5,4,3,4,1,4,1,0,-4,-4,1,8,1982,4,5,1,1,2,2,2,2,2,5,0,-7
8232,3,2,2,5,2,-4,1,1,-4,80,2,11,1981,2,4,1,1,1,2,2,2,5,3,300,208
8233,13,2,1,3,3,-4,0,0,-4,50,2,6,1981,8,7,1,1,2,2,2,2,4,3,300,268
8234,10,3,2,2,2,3,1,1,-4,-4,1,8,1982,8,7,1,1,2,-4,-4,-4,-4,-4,-4,-4
8235,0,2,2,3,3,2,1,0,-4,-4,2,5,1984,8,7,1,1,2,-4,-4,-4,-4,-4,-4,-4
8236,18,2,3,3,3,-4,1,1,-4,60,1,7,1980,4,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
8237,2,2,3,1,1,8,0,0,-4,-4,2,11,1982,4,6,1,1,1,2,2,2,4,3,200,278
8238,7,2,2,4,3,5,0,0,-4,-4,1,7,1982,1,5,1,1,1,-3,-3,-3,8,4,200,245
8239,-2,3,2,5,3,3,0,-1,-4,-4,2,3,1983,1,4,1,1,2,-4,-4,-4,-4,-4,-4,-4
8240,1,2,2,4,4,-4,0,1,-4,40,2,7,1980,1,5,1,1,1,2,2,2,4,3,300,229
8241,4,2,1,2,3,-4,0,0,-4,65,1,8,1980,4,5,1,1,2,2,2,2,5,2,400,271
